objid,ra,dec,u,g,r,petroR50_r,petroR90_r,fracDeV_r,deVAB_r,expAB_r,redshift,u_r,u_g,g_r,C_r,morphology,morph_colorcut
1237648705122271406,202.402002910131,0.456878140256128,18.8756,16.98545,15.99176,3.238044,10.65111,1.0,0.8203686,0.8142812,0.104438,2.8838399999999993,1.8901499999999984,0.9936900000000009,3.289365431723596,elliptical,elliptical
1237648703518081224,217.032621824668,-0.668421563755131,19.77977,17.81111,16.75168,1.833375,5.061778,0.8167224,0.4280168,0.4388044,0.1335656,3.028089999999999,1.9686599999999999,1.059429999999999,2.760907070293857,elliptical,elliptical
1237648703519326518,219.90497562089,-0.770377212893527,19.48925,17.67984,16.69324,3.166224,9.180899,0.5843138,0.2999917,0.3384928,0.071994,2.796009999999999,1.8094099999999997,0.9865999999999993,2.89963660183234,elliptical,elliptical
1237648704584745138,200.883436020777,0.0718121473690926,19.30408,17.33716,16.42008,3.064965,9.271926,1.0,0.6886467,0.6110455,0.07836134,2.8840000000000003,1.9669199999999982,0.9170800000000021,3.025132750292418,elliptical,elliptical
1237648702985863457,227.702357405551,-1.06250574708545,18.20077,16.19199,15.25126,2.688233,9.260613,1.0,0.7228693,0.7551605,0.05415484,2.9495099999999983,2.008779999999998,0.9407300000000003,3.444869920129691,elliptical,elliptical
1237648702974263370,201.251512516348,-1.10086310967645,19.63988,17.63482,16.56976,1.944193,5.989177,1.0,0.7565807,0.8128515,0.1063064,3.070120000000003,2.0050600000000003,1.0650600000000026,3.0805465301027213,elliptical,elliptical
1237648704590643362,214.34239097418,0.0236979605642372,17.20059,15.45608,14.60244,5.780122,15.30169,1.0,0.5652989,0.5170401,0.05338602,2.5981499999999986,1.7445099999999982,0.8536400000000004,2.647295333904717,elliptical,elliptical
1237648704599687408,234.973521613764,0.205380045099395,19.83831,17.95651,16.84899,2.489091,6.726928,0.6832985,0.2482798,0.2966914,0.1108654,2.9893199999999993,1.8817999999999984,1.107520000000001,2.702564108744919,elliptical,elliptical
1237648673460912298,249.628744816503,-0.478048086871586,20.07322,17.81938,16.80126,2.200965,6.514995,0.9920443,0.6020083,0.6116959,0.09800664,3.27196,2.2538400000000003,1.0181199999999997,2.960062972378025,elliptical,elliptical
1237648703510872234,200.589488048656,-0.801395808174407,18.94601,17.41685,16.66702,1.805914,5.286092,1.0,0.5322285,0.5811912,0.09293688,2.2789900000000003,1.529160000000001,0.7498299999999993,2.9271006260541754,elliptical,elliptical
1237648705129087211,217.97583315268,0.515722066952341,19.32095,17.40596,16.35528,2.588237,8.038056,0.9829139,0.780865,0.7807647,0.1308362,2.9656699999999994,1.9149899999999995,1.0506799999999998,3.1056104985748987,elliptical,elliptical
1237648704041451668,186.209173450851,-0.316893393179611,20.07463,17.64296,16.42054,4.369821,13.12552,1.0,0.6524364,0.6295855,0.1578495,3.65409,2.4316700000000004,1.2224199999999996,3.0036745212218077,elliptical,elliptical
1237648704602505360,241.534280566945,0.0137270173367477,19.00692,16.97655,15.93292,2.449152,7.258266,0.7399395,0.835853,0.8661308,0.05792973,3.0740000000000016,2.0303700000000013,1.0436300000000003,2.9635833137347127,elliptical,elliptical
1237648705123582216,205.433774381211,0.440185283422775,18.68252,16.81629,15.94428,2.341473,7.395179,1.0,0.9589481,0.8849427,0.07406031,2.738240000000001,1.8662300000000016,0.8720099999999995,3.1583447684427703,elliptical,elliptical
1237648703518081241,217.043877251665,-0.684611464671694,18.27912,16.37875,15.35701,5.913344,17.45664,0.4808341,0.2526538,0.27633,0.05517036,2.922109999999998,1.9003699999999988,1.0217399999999994,2.952075847439283,elliptical,elliptical
1237648704602833025,242.226228645345,0.129971201403729,18.32753,16.27896,15.33193,3.025251,9.487818,1.0,0.7835435,0.7178034,0.05801063,2.9955999999999996,2.048569999999998,0.9470300000000016,3.1362085327795945,elliptical,elliptical
1237648704061636915,232.303069732402,-0.252199436118902,18.12898,16.01389,14.94444,5.967573,18.60889,0.9976435,0.777619,0.770705,0.08854482,3.1845399999999984,2.1150899999999986,1.0694499999999998,3.1183347065884237,elliptical,elliptical
1237648703507136658,192.077550756036,-0.697143572757726,19.00327,17.33046,16.43801,2.036905,5.820245,0.928794,0.8295543,0.866163,0.08408104,2.565260000000002,1.672810000000002,0.8924500000000002,2.8573963930571136,elliptical,elliptical
1237648673993392521,239.597078911647,-0.115011892662316,20.43667,18.26953,16.95618,2.660269,8.234149,1.0,0.6683704,0.6685774,0.1570185,3.4804899999999996,2.16714,1.3133499999999998,3.0952317228069792,elliptical,elliptical
1237648705136951765,235.968907278563,0.446959720000227,19.83199,17.89314,16.91627,1.851448,5.599927,1.0,0.7358202,0.7699144,0.08269892,2.9157200000000003,1.9388500000000022,0.9768699999999981,3.0246201891708546,elliptical,elliptical
1237648702993859199,245.982182473425,-1.09836676561524,19.83385,17.86585,16.81808,2.909184,9.353171,1.0,0.5500066,0.5688664,0.105452,3.0157700000000034,1.9680000000000035,1.0477699999999999,3.2150496496612107,elliptical,elliptical
1237648704584548421,200.466287979008,0.139377496912279,17.31431,15.44183,14.59834,3.25055,10.18352,0.9338301,0.4255309,0.5213391,0.03465883,2.7159699999999987,1.8724799999999995,0.8434899999999992,3.132860592822753,elliptical,elliptical
1237648705114538169,184.803208403686,0.604960229167328,17.93043,16.45903,15.74129,3.13398,8.301975,0.6684225,0.8206146,0.7766179,0.07386992,2.189140000000002,1.4714000000000027,0.7177399999999992,2.6490197767694754,elliptical,spiral
1237648704599425394,234.434395985731,0.03405070910282,18.67171,16.68181,15.75429,2.439255,8.372678,1.0,0.8031552,0.831368,0.06589311,2.9174200000000017,1.9899000000000022,0.9275199999999995,3.4324734396362824,elliptical,elliptical
1237648704048136394,201.449238364016,-0.248358608870639,19.04375,17.03508,16.08877,2.563955,8.492486,1.0,0.8403372,0.8166783,0.0833808,2.954979999999999,2.0086699999999986,0.9463100000000004,3.3122601605722406,elliptical,elliptical
1237648704577667254,184.782697712007,0.140979369185379,19.0764,17.78953,16.98818,2.232323,6.286025,0.9667321,0.8843621,0.886662,0.1169446,2.0882199999999997,1.2868700000000004,0.8013499999999993,2.8159119446424197,elliptical,spiral
1237648702983307629,221.929108592715,-1.23003142550398,19.99745,17.97305,16.85813,3.620067,11.01005,1.0,0.6063735,0.6440234,0.1462892,3.1393200000000014,2.0244,1.1149200000000015,3.041393985249444,elliptical,elliptical
1237648704059408827,227.319581285343,-0.341198629684709,19.34394,17.29709,16.2912,2.030681,6.599543,1.0,0.7386993,0.7117704,0.09490709,3.05274,2.046849999999999,1.0058900000000008,3.2499161611301823,elliptical,elliptical
1237648704047677650,200.523118708702,-0.257125630464941,19.57578,17.78184,16.91376,1.660805,5.039671,1.0,0.7768562,0.7805237,0.07563096,2.662020000000002,1.7939400000000028,0.8680799999999991,3.0344748480405586,elliptical,elliptical
1237648702972821717,197.9665333929,-1.24047908704083,18.87784,17.12321,16.23688,2.54944,7.358065,0.9291993,0.5444511,0.5375468,0.0975197,2.6409599999999998,1.7546299999999988,0.886330000000001,2.8861495073427887,elliptical,elliptical
1237648702972887116,197.998122126854,-1.13506619346142,19.10206,17.08959,16.10446,2.204124,6.803691,0.9896237,0.5743191,0.6049885,0.08757104,2.997600000000002,2.0124700000000004,0.9851300000000016,3.0868004703909575,elliptical,elliptical
1237648702978850987,211.64488705416,-1.21980932232199,19.52953,17.4015,16.41828,1.948271,5.759254,0.8980592,0.1957433,0.2481273,0.05899673,3.111250000000002,2.1280300000000025,0.9832199999999993,2.9560846514678913,elliptical,elliptical
1237648704596082972,226.740071082079,0.0676503164287209,18.90216,17.18099,16.44769,2.411173,6.93167,0.991606,0.6520027,0.6555132,0.03315733,2.454469999999997,1.7211699999999972,0.7332999999999998,2.874812383848028,elliptical,elliptical
1237648703515852998,212.002177765267,-0.821805798197873,17.78579,15.81054,14.90429,3.542622,10.86142,0.869956,0.9246492,0.9140419,0.0547474,2.881499999999999,1.975249999999999,0.90625,3.065926875630536,elliptical,elliptical
1237648704056066085,219.568770875445,-0.349744611478402,16.68691,15.06239,14.2904,5.194803,14.39644,0.8261154,0.5080757,0.4737068,0.03689807,2.396510000000001,1.6245200000000004,0.7719900000000006,2.7713158708809553,elliptical,elliptical
1237648704596541783,227.82674034709,0.119423473975717,19.56683,17.79334,16.96321,2.296519,7.16669,1.0,0.8359112,0.78262,0.05041043,2.6036199999999994,1.773489999999999,0.8301300000000005,3.1206752480602162,elliptical,elliptical
1237648704058032381,224.038491447696,-0.225804981565991,19.16364,17.37055,16.3964,2.227035,7.22636,1.0,0.8917241,0.8804204,0.1103927,2.767240000000001,1.7930899999999994,0.9741500000000016,3.244834499682313,elliptical,elliptical
1237648704594379145,222.897997075686,0.0978890182503874,19.30388,17.60064,16.77374,2.066342,6.627509,1.0,0.7744737,0.7847966,0.06399041,2.5301399999999994,1.703240000000001,0.8268999999999984,3.207363059938771,elliptical,elliptical
1237648702992613711,243.044808774706,-1.04474217084917,19.56453,17.60236,16.6076,1.903229,5.585392,0.9786606,0.5520177,0.5528876,0.04936093,2.95693,1.9621700000000004,0.9947599999999994,2.9346925672107766,elliptical,elliptical
1237648703530991714,246.532848792485,-0.684416596036119,18.64591,17.3633,16.641,1.491732,4.102617,0.8922435,0.5999199,0.6349071,0.04820611,2.0049100000000024,1.2826100000000018,0.7223000000000006,2.7502373080419273,elliptical,spiral
1237648704048005275,201.169586466759,-0.234745920376017,18.67599,16.76259,15.86278,3.169027,10.34786,1.0,0.8183075,0.7909963,0.07551912,2.813209999999998,1.9133999999999993,0.8998099999999987,3.2653114031530817,elliptical,elliptical
1237648704603030007,242.658150193973,0.179110606299388,19.5716,17.82394,16.81753,2.706548,7.410238,0.6794045,0.2712815,0.3176629,0.1069128,2.7540699999999987,1.7476599999999998,1.006409999999999,2.73789269578814,elliptical,elliptical
1237648702994776529,248.00328586444,-1.08731343317963,19.86861,17.78819,16.6798,2.098758,6.930861,1.0,0.8542537,0.870158,0.1085341,3.18881,2.08042,1.10839,3.302363111897608,elliptical,elliptical
1237648705127448802,214.268525272682,0.507998510150328,18.42077,16.70384,15.83169,3.166341,8.530748,0.4588953,0.2940007,0.3220093,0.02569302,2.589080000000001,1.7169300000000014,0.8721499999999995,2.6941974979953205,elliptical,elliptical
1237648704588021799,208.359419853951,0.0466618744148663,18.54313,16.54814,15.47,6.244509,19.7476,0.9738493,0.7500603,0.7085407,0.1162044,3.073130000000001,1.9949900000000014,1.0781399999999994,3.162394353182932,elliptical,elliptical
1237648704602505672,241.545159453092,0.0848253908202961,20.17439,17.97542,16.87598,1.805942,5.774424,1.0,0.5435429,0.6063476,0.05739496,3.2984100000000005,2.198969999999999,1.0994400000000013,3.197458168645505,elliptical,elliptical
1237648702971445443,194.765129118847,-1.22358114623647,19.32233,17.6064,16.83596,2.584808,7.541743,1.0,0.2874448,0.3248005,0.08306821,2.486370000000001,1.7159300000000002,0.7704400000000007,2.917718840238811,elliptical,elliptical
1237648704585007316,201.543145911667,0.0855501864220977,19.14795,17.08812,16.1367,1.801957,5.409875,0.9507707,0.5649035,0.5637946,0.08151768,3.0112500000000004,2.0598300000000016,0.9514199999999988,3.002222028605566,elliptical,elliptical
1237648705119060162,195.127287392895,0.480124499195036,18.26903,16.54965,15.68204,6.691289,19.10485,0.5729383,0.1999864,0.18961,0.06817781,2.58699,1.719380000000001,0.8676099999999991,2.8551823124064732,elliptical,elliptical
1237648704059605400,227.754889922596,-0.307469404905468,19.81593,17.85032,16.72709,2.175855,7.091465,1.0,0.7688024,0.7740951,0.140983,3.088840000000001,1.9656100000000016,1.1232299999999995,3.2591624901475513,elliptical,elliptical
1237648702975574303,204.240027668712,-1.25008517303364,19.5641,17.67953,16.71639,1.669965,5.006737,0.9831864,0.2310957,0.2826543,0.08496257,2.8477099999999993,1.88457,0.9631399999999992,2.9981089424029848,elliptical,elliptical
1237648704602309218,241.06912039349,0.0437384366422121,20.22745,18.04622,16.93819,2.283128,6.253375,0.5190361,0.2708516,0.3153611,0.05932232,3.2892600000000023,2.1812299999999993,1.108030000000003,2.738950685200304,elliptical,elliptical
1237648675034759330,165.71817980354,0.677076331206543,19.58596,17.73785,16.81596,2.253037,6.233,0.912518,0.8909696,0.9194754,0.09593257,2.7699999999999996,1.8481099999999984,0.9218900000000012,2.7664880780919265,elliptical,elliptical
1237648705136689485,235.344556527215,0.514551139585906,19.08995,17.15163,16.16932,2.916996,9.639759,1.0,0.8466289,0.8239561,0.07300293,2.9206300000000027,1.938320000000001,0.9823100000000018,3.304687082190034,elliptical,elliptical
1237648672919519703,239.360635217238,-0.916689727240953,19.23879,17.49932,16.53521,2.069237,5.533576,1.0,0.9117008,0.919179,0.03969949,2.7035800000000023,1.7394700000000007,0.9641100000000016,2.6742108323019544,elliptical,elliptical
1237648704583368877,197.727345993528,0.0639638432286562,19.12603,17.14174,16.159,2.187082,6.852199,1.0,0.6354475,0.6384817,0.09676105,2.967030000000001,1.9842900000000014,0.9827399999999997,3.1330325063257796,elliptical,elliptical
1237648705134133336,229.490771768378,0.472690480617282,19.24527,17.18633,16.1152,3.086266,10.40148,1.0,0.9509979,0.8907987,0.1146904,3.13007,2.0589399999999998,1.0711300000000001,3.370247412245088,elliptical,elliptical
1237648704595165387,224.667953411977,0.0211119165362526,19.33444,17.50388,16.52099,3.24582,10.41118,1.0,0.2999975,0.3314022,0.09833206,2.8134499999999996,1.830560000000002,0.9828899999999976,3.2075654226050734,elliptical,elliptical
1237648703520768366,223.242090835959,-0.63064407671718,19.77848,17.81777,16.80917,2.287373,6.700279,0.7247904,0.2474261,0.2747412,0.07739631,2.9693099999999966,1.9607099999999988,1.0085999999999977,2.9292463450429813,elliptical,elliptical
1237648703529747000,243.744604543205,-0.672827609029723,19.83904,17.71708,16.57484,2.726222,8.718004,1.0,0.8834523,0.9266168,0.1151274,3.2642000000000024,2.1219600000000014,1.142240000000001,3.197833485314109,elliptical,elliptical
1237648705136885792,235.741418020765,0.540195727203766,18.22709,16.15041,15.07285,5.1723,16.65673,1.0,0.6823711,0.6605673,0.09376729,3.1542399999999997,2.0766799999999996,1.07756,3.2203719815169265,elliptical,elliptical
1237648702972559541,197.364708255243,-1.0614156163802,18.26448,16.6562,15.8313,2.301909,7.389789,1.0,0.4621479,0.4784645,0.07483354,2.4331799999999983,1.6082800000000006,0.8248999999999977,3.210287200753809,elliptical,elliptical
1237648702992023572,241.697250633128,-1.1016417046877,17.8152,15.6192,14.55762,2.9633,8.996421,0.7020645,0.418318,0.537538,0.03391345,3.257580000000001,2.1960000000000015,1.0615799999999993,3.0359467485573517,elliptical,elliptical
1237648674533016287,245.92621322349,0.360456537252182,18.46771,16.45326,15.44484,4.392451,14.78157,1.0,0.8132452,0.7821605,0.08598141,3.022870000000001,2.01445,1.008420000000001,3.3652213764023773,elliptical,elliptical
1237648704051544317,209.246391940844,-0.342550703598244,19.18791,17.40543,16.63572,1.97251,6.872624,1.0,0.8122852,0.8313578,0.1051231,2.5521899999999995,1.7824799999999996,0.7697099999999999,3.4842023614582436,elliptical,elliptical
1237648704054689985,216.479689695712,-0.2715510182861,18.84538,17.51484,16.78093,2.714378,8.511228,0.7547244,0.8010951,0.8245789,0.1292682,2.0644499999999972,1.3305399999999992,0.7339099999999981,3.135608968242448,elliptical,spiral
1237648702983372879,222.022421282705,-1.18269137235429,17.36992,16.44888,16.8983,1.09483,2.915644,1.0,0.8045768,0.81373,0.02741167,0.4716200000000015,0.9210400000000014,-0.44941999999999993,2.6631020341057514,elliptical,spiral
1237648702973739168,200.062696008635,-1.14589453264528,19.43883,17.36413,16.38762,2.312628,6.649107,0.8950405,0.3208815,0.3818181,0.08394939,3.051210000000001,2.0747,0.9765100000000011,2.8751303711621583,elliptical,elliptical
1237648705114079418,183.725853515017,0.577895681640623,20.153,18.23836,16.95989,2.90593,8.420165,1.0,0.8236878,0.8611988,0.1830455,3.1931099999999972,1.9146399999999986,1.2784699999999987,2.897580120649844,elliptical,elliptical
1237648704049643539,204.889759367,-0.373195231037357,19.48758,17.33444,16.19166,3.068892,10.25445,1.0,0.7387276,0.732471,0.1411865,3.2959200000000024,2.1531400000000005,1.142780000000002,3.341417684297786,elliptical,elliptical
1237648704605192794,247.579753902774,0.185016614044731,19.32045,17.40391,16.4832,2.039875,6.189497,1.0,0.7550936,0.7740753,0.05819843,2.837250000000001,1.9165400000000012,0.9207099999999997,3.0342530792327964,elliptical,elliptical
1237648703523520610,229.464881755335,-0.793206083916732,17.8109,15.97147,15.13464,3.379909,10.63328,0.980951,0.9153212,0.8779827,0.03718474,2.676260000000001,1.8394300000000001,0.8368300000000009,3.1460255290896884,elliptical,elliptical
1237648704592609395,218.916988867091,0.2049389578767,17.75966,15.98083,15.23267,3.057685,10.56899,1.0,0.8051456,0.6805752,0.02922576,2.5269899999999996,1.778830000000001,0.7481599999999986,3.456533292343717,elliptical,elliptical
1237648705132167570,225.059764277033,0.463676133129381,19.346,17.24572,16.2121,2.602834,8.661201,1.0,0.7712325,0.7618767,0.0972218,3.1339000000000006,2.1002800000000015,1.033619999999999,3.3276040654148518,elliptical,elliptical
1237648704044007728,192.071075354957,-0.261037269306636,18.04505,16.09751,15.12705,3.658002,12.05239,1.0,0.631103,0.6077121,0.08897621,2.9179999999999993,1.94754,0.9704599999999992,3.294801369709475,elliptical,elliptical
1237648704044925049,194.112991521028,-0.388663382497578,19.35659,17.7776,16.85875,2.456086,7.053779,0.5404972,0.7656344,0.8487728,0.1327391,2.49784,1.578990000000001,0.9188499999999991,2.8719592880705314,elliptical,elliptical
1237648704594378761,222.8475735599,0.00707960583336023,17.53734,15.81781,15.03433,3.217436,9.416913,1.0,0.7319694,0.7591948,0.02316491,2.5030099999999997,1.7195300000000007,0.7834799999999991,2.9268377055518737,elliptical,elliptical
1237645943978983579,56.5178995116382,0.885067351519781,19.03764,17.41195,16.69575,3.209785,8.87633,0.1120982,0.333934,0.3618678,0.04860179,2.3418899999999994,1.6256899999999987,0.7162000000000006,2.7653970593045947,elliptical,elliptical
1237648704061702467,232.52427851676,-0.376330601907449,19.98353,18.0107,16.71472,3.361989,10.79023,1.0,0.8912337,0.8813168,0.1537527,3.2688099999999984,1.9728299999999983,1.2959800000000001,3.209478079791457,elliptical,elliptical
1237648704057180232,222.170021472005,-0.213676408693704,19.62862,17.7755,16.88406,1.384303,4.221376,1.0,0.4347695,0.4782582,0.07529999,2.74456,1.8531200000000005,0.8914399999999993,3.0494595475123583,elliptical,elliptical
1237648704584089650,199.377066341616,0.208873709255064,18.20387,16.37912,15.55095,2.245977,6.272387,0.9066103,0.6187065,0.624737,0.03336366,2.652919999999998,1.824749999999998,0.8281700000000001,2.7927209405973437,elliptical,elliptical
1237648673997127724,248.064172006847,-0.0499321378702428,17.15324,15.80188,15.18173,3.515425,9.342922,0.8456978,0.8601987,0.8298582,0.04401696,1.9715100000000003,1.3513599999999997,0.6201500000000006,2.657693451005213,elliptical,spiral
1237648704602243453,240.828846913499,0.0242713761427397,19.56199,17.60616,16.65401,2.198038,6.296037,0.657563,0.2187966,0.2476012,0.04129273,2.907980000000002,1.9558300000000024,0.9521499999999996,2.8643895146489733,elliptical,elliptical
1237648702981800143,218.441912962982,-1.07229022896421,19.00025,17.17341,16.30218,2.440099,7.244111,1.0,0.7871124,0.7371927,0.08164681,2.6980700000000013,1.8268400000000007,0.8712300000000006,2.968777496322895,elliptical,elliptical
1237648705133936954,229.037760045873,0.470835436578672,20.45614,18.06572,16.92,1.773719,5.326102,0.9689692,0.3455904,0.4026951,0.1092212,3.5361399999999996,2.3904200000000024,1.1457199999999972,3.002787927512757,elliptical,elliptical
1237648703512772784,204.96445652791,-0.75307927005417,17.20395,16.44578,16.15364,1.688072,4.858479,0.7675833,0.4295621,0.4590795,0.02227835,1.0503099999999996,0.7581699999999998,0.29213999999999984,2.8781230895364653,elliptical,spiral
1237648705116962918,190.204783304301,0.611534621732855,19.95363,17.97947,16.86238,2.291236,7.15264,0.9682626,0.8231582,0.8207517,0.1455578,3.0912499999999987,1.9741600000000012,1.1170899999999975,3.1217386598325096,elliptical,elliptical
1237648705116635292,189.566669118632,0.463658359320212,18.95186,17.12667,16.25584,1.485793,4.017455,0.9585122,0.5593668,0.6230873,0.08147918,2.6960200000000007,1.8251899999999992,0.8708300000000015,2.7039129946096128,elliptical,elliptical
1237648703525945679,235.040083969838,-0.777557602398579,19.54894,17.62465,16.6465,2.082601,5.566645,0.8865176,0.464313,0.5156058,0.08156122,2.902440000000002,1.9242900000000027,0.9781499999999994,2.67292918806819,elliptical,elliptical
1237648704061636893,232.296021815446,-0.205590761269257,18.74743,16.70342,15.70183,2.574591,8.164747,1.0,0.8067249,0.7284617,0.08856682,3.045600000000002,2.04401,1.001590000000002,3.1712792439653525,elliptical,elliptical
1237648704579829937,189.65971645983,0.0360308720457461,20.20079,18.08965,16.91815,3.202177,10.44701,1.0,0.8854784,0.8895967,0.1506453,3.2826400000000007,2.1111400000000025,1.1714999999999982,3.262471125112697,elliptical,elliptical
1237648704048857286,203.151012221973,-0.389460675420095,18.30545,17.26994,16.91439,1.859403,5.322107,0.5737086,0.7537913,0.7596546,0.03424437,1.3910599999999995,1.0355100000000022,0.35554999999999737,2.862266544692033,elliptical,spiral
1237648703531320103,247.377863876016,-0.830275678772125,19.29411,17.5023,16.58649,2.20664,6.087683,0.8937472,0.9105949,0.9343675,0.0491895,2.7076199999999986,1.7918099999999981,0.9158100000000005,2.758802070115651,elliptical,elliptical
1237648704040206575,183.459996544228,-0.239875384547341,19.14365,17.16607,16.25355,2.502221,6.967023,1.0,0.8535315,0.8205118,0.08210291,2.8901000000000003,1.9775799999999997,0.9125200000000007,2.784335596256286,elliptical,elliptical
1237648705127710869,214.778927423997,0.602646486132587,19.51418,17.69001,16.7824,1.546931,4.389571,1.0,0.5081853,0.5654658,0.1008734,2.7317800000000005,1.8241699999999987,0.9076100000000018,2.837599737803431,elliptical,elliptical
1237648704044925082,194.143389730412,-0.221734269512704,19.73132,17.51002,16.39967,2.044775,6.747866,1.0,0.7944024,0.7794835,0.1335346,3.33165,2.2212999999999994,1.1103500000000004,3.3000530620728443,elliptical,elliptical
1237648704069305134,249.876168121772,-0.298661819031546,19.20251,17.17879,16.20001,1.804844,5.909726,1.0,0.7068685,0.7138167,0.04519832,3.0025000000000013,2.023720000000001,0.9787800000000004,3.2743694191852595,elliptical,elliptical
1237648704588218496,208.77903273618,0.0821625017665778,18.27328,16.40712,15.48229,4.008543,11.90992,0.9284439,0.4998505,0.5040156,0.06999305,2.790989999999999,1.8661600000000007,0.9248299999999983,2.9711343997058277,elliptical,elliptical
1237648705137607019,237.399113572621,0.426894172611145,18.72488,16.92029,16.0438,3.923681,10.43519,0.4241582,0.3081238,0.3209228,0.03341673,2.681079999999998,1.8045899999999975,0.8764900000000004,2.6595408750099714,elliptical,elliptical
1237648704057966805,223.937173648275,-0.306148355609758,18.28576,16.3327,15.37007,3.132663,9.586219,1.0,0.7786281,0.7643814,0.08310611,2.9156899999999997,1.9530600000000007,0.962629999999999,3.060086258879426,elliptical,elliptical
